,Country,Family,Freedom,GDP per Capita,Generosity,Happiness Rank,Happiness Score,Life Expectancy,Region,Trust (Government Corruption),Year
725,Nepal,,0.439,0.446,0.285,100,4.913,0.677,,0.08900000000000001,2019
726,Jordan,,0.38299999999999995,0.8370000000000001,0.11,101,4.906000000000001,0.815,,0.13,2019
727,Benin,,0.349,0.39299999999999996,0.175,102,4.883,0.397,,0.08199999999999999,2019
728,Congo (Brazzaville),,0.37200000000000005,0.6729999999999999,0.105,103,4.812,0.508,,0.09300000000000001,2019
729,Gabon,,0.295,1.057,0.043,104,4.7989999999999995,0.5710000000000001,,0.055,2019
730,Laos,,0.547,0.764,0.266,105,4.796,0.551,,0.16399999999999998,2019
731,South Africa,,0.389,0.96,0.13,106,4.7219999999999995,0.469,,0.055,2019
732,Albania,,0.38299999999999995,0.9470000000000001,0.17800000000000002,107,4.718999999999999,0.8740000000000001,,0.027000000000000003,2019
733,Venezuela,,0.154,0.96,0.064,108,4.707,0.805,,0.047,2019
734,Cambodia,,0.609,0.574,0.23199999999999998,109,4.7,0.637,,0.062,2019
735,Palestinian Territories,,0.225,0.657,0.10300000000000001,110,4.696000000000001,0.672,,0.066,2019
736,Senegal,,0.292,0.45,0.153,111,4.681,0.5710000000000001,,0.07200000000000001,2019
737,Somalia,,0.5589999999999999,0.0,0.243,112,4.668,0.268,,0.27,2019
738,Namibia,,0.401,0.879,0.07,113,4.638999999999999,0.47700000000000004,,0.055999999999999994,2019
739,Niger,,0.318,0.138,0.188,114,4.628,0.366,,0.102,2019
740,Burkina Faso,,0.255,0.331,0.177,115,4.587,0.38,,0.113,2019
741,Armenia,,0.28300000000000003,0.85,0.095,116,4.559,0.815,,0.064,2019
742,Iran,,0.305,1.1,0.27,117,4.548,0.785,,0.125,2019
743,Guinea,,0.332,0.38,0.207,118,4.534,0.375,,0.086,2019
744,Georgia,,0.34600000000000003,0.8859999999999999,0.043,119,4.519,0.752,,0.16399999999999998,2019
745,Gambia,,0.382,0.308,0.26899999999999996,120,4.516,0.428,,0.16699999999999998,2019
746,Kenya,,0.431,0.512,0.37200000000000005,121,4.5089999999999995,0.581,,0.053,2019
747,Mauritania,,0.066,0.57,0.106,122,4.49,0.489,,0.08800000000000001,2019
748,Mozambique,,0.494,0.204,0.19699999999999998,123,4.466,0.39,,0.138,2019
749,Tunisia,,0.16699999999999998,0.9209999999999999,0.059000000000000004,124,4.461,0.815,,0.055,2019
750,Bangladesh,,0.527,0.562,0.166,125,4.456,0.723,,0.14300000000000002,2019
751,Iraq,,0.24100000000000002,1.043,0.14800000000000002,126,4.437,0.574,,0.08900000000000001,2019
752,Congo (Kinshasa),,0.26899999999999996,0.094,0.212,127,4.418,0.35700000000000004,,0.053,2019
753,Mali,,0.327,0.385,0.153,128,4.39,0.308,,0.052000000000000005,2019
754,Sierra Leone,,0.309,0.268,0.252,129,4.374,0.242,,0.045,2019
755,Sri Lanka,,0.47,0.9490000000000001,0.244,130,4.3660000000000005,0.831,,0.047,2019
756,Myanmar,,0.525,0.71,0.5660000000000001,131,4.36,0.555,,0.172,2019
757,Chad,,0.174,0.35,0.198,132,4.35,0.192,,0.078,2019
758,Ukraine,,0.17800000000000002,0.82,0.187,133,4.332,0.7390000000000001,,0.01,2019
759,Ethiopia,,0.344,0.336,0.209,134,4.2860000000000005,0.532,,0.1,2019
760,Swaziland,,0.313,0.8109999999999999,0.07400000000000001,135,4.212,0.0,,0.135,2019
761,Uganda,,0.35600000000000004,0.332,0.252,136,4.189,0.44299999999999995,,0.06,2019
762,Egypt,,0.24100000000000002,0.9129999999999999,0.076,137,4.166,0.644,,0.067,2019
763,Zambia,,0.431,0.578,0.247,138,4.107,0.426,,0.087,2019
764,Togo,,0.293,0.275,0.177,139,4.085,0.41,,0.085,2019
765,India,,0.498,0.755,0.2,140,4.015,0.588,,0.085,2019
766,Liberia,,0.37,0.073,0.233,141,3.975,0.44299999999999995,,0.033,2019
767,Comoros,,0.142,0.27399999999999997,0.275,142,3.9730000000000003,0.505,,0.078,2019
768,Madagascar,,0.14800000000000002,0.27399999999999997,0.16899999999999998,143,3.9330000000000003,0.555,,0.040999999999999995,2019
769,Lesotho,,0.359,0.489,0.107,144,3.802,0.168,,0.09300000000000001,2019
770,Burundi,,0.22,0.046,0.17600000000000002,145,3.775,0.38,,0.18,2019
771,Zimbabwe,,0.361,0.366,0.151,146,3.6630000000000003,0.433,,0.08900000000000001,2019
772,Haiti,,0.026000000000000002,0.32299999999999995,0.419,147,3.597,0.449,,0.11,2019
773,Botswana,,0.455,1.041,0.025,148,3.488,0.5379999999999999,,0.1,2019
774,Syria,,0.013000000000000001,0.619,0.331,149,3.4619999999999997,0.44,,0.141,2019
775,Malawi,,0.44299999999999995,0.191,0.218,150,3.41,0.495,,0.08900000000000001,2019
776,Yemen,,0.14300000000000002,0.287,0.10800000000000001,151,3.38,0.46299999999999997,,0.077,2019
777,Rwanda,,0.555,0.359,0.217,152,3.3339999999999996,0.614,,0.41100000000000003,2019
778,Tanzania,,0.41700000000000004,0.47600000000000003,0.276,153,3.2310000000000003,0.499,,0.147,2019
779,Afghanistan,,0.0,0.35,0.158,154,3.2030000000000003,0.361,,0.025,2019
780,Central African Republic,,0.225,0.026000000000000002,0.235,155,3.083,0.105,,0.035,2019
781,South Sudan,,0.01,0.306,0.20199999999999999,156,2.853,0.295,,0.091,2019
